Road Alignment,Land Use,Relation to Junction,Road Surface,Traffic Control Device,Required Number of Vehicles (Actor),Required Number of Vehicles (NV),Ego Vehicle,Actor,Day,Weather,Lightning,Radar Range,Radar Capability,LIDAR Range,LIDAR Capability,Camera Range,Camera Capability,Camera Accuracy,GPS Capability,SENSOR
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Cycle,Week,Clear,Daylight,0,0,0,0,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Cycle,Week,Clear,Daylight,0,0,0,0,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Cycle,Week,Clear,Daylight,0,0,0,0,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Cycle,Week,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Cycle,Week,Clear,Daylight,0,0,0,1,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Cycle,Week,Clear,Daylight,0,0,0,1,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Cycle,Week,Clear,Daylight,0,0,0,1,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Cycle,Week,Clear,Daylight,0,0,0,1,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Cycle,Weekend,Clear,Daylight,0,0,0,0,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Cycle,Weekend,Clear,Daylight,0,0,0,0,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Cycle,Weekend,Clear,Daylight,0,0,0,0,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Cycle,Weekend,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Cycle,Weekend,Clear,Daylight,0,0,0,1,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Cycle,Weekend,Clear,Daylight,0,0,0,1,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Cycle,Weekend,Clear,Daylight,0,0,0,1,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Left,Cycle,Weekend,Clear,Daylight,0,0,0,1,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Pedestrian,Week,Clear,Daylight,0,0,0,0,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Pedestrian,Week,Clear,Daylight,0,0,0,0,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Pedestrian,Week,Clear,Daylight,0,0,0,0,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Pedestrian,Week,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Pedestrian,Week,Clear,Daylight,0,0,0,1,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Pedestrian,Week,Clear,Daylight,0,0,0,1,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Pedestrian,Week,Clear,Daylight,0,0,0,1,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Pedestrian,Week,Clear,Daylight,0,0,0,1,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Cycle,Week,Clear,Daylight,0,0,0,0,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Cycle,Week,Clear,Daylight,0,0,0,0,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Cycle,Week,Clear,Daylight,0,0,0,0,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Cycle,Week,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Cycle,Week,Clear,Daylight,0,0,0,1,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Cycle,Week,Clear,Daylight,0,0,0,1,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Cycle,Week,Clear,Daylight,0,0,0,1,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Cycle,Week,Clear,Daylight,0,0,0,1,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Cycle,Weekend,Clear,Daylight,0,0,0,0,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Cycle,Weekend,Clear,Daylight,0,0,0,0,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Cycle,Weekend,Clear,Daylight,0,0,0,0,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Cycle,Weekend,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Cycle,Weekend,Clear,Daylight,0,0,0,1,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Cycle,Weekend,Clear,Daylight,0,0,0,1,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Cycle,Weekend,Clear,Daylight,0,0,0,1,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Steering Right,Cycle,Weekend,Clear,Daylight,0,0,0,1,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Pedestrian,Week,Clear,Daylight,0,0,0,0,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Pedestrian,Week,Clear,Daylight,0,0,0,0,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Pedestrian,Week,Clear,Daylight,0,0,0,0,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Pedestrian,Week,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Pedestrian,Week,Clear,Daylight,0,0,0,1,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Pedestrian,Week,Clear,Daylight,0,0,0,1,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Pedestrian,Week,Clear,Daylight,0,0,0,1,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Pedestrian,Week,Clear,Daylight,0,0,0,1,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Cycle,Week,Clear,Daylight,0,0,0,0,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Cycle,Week,Clear,Daylight,0,0,0,0,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Cycle,Week,Clear,Daylight,0,0,0,0,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Cycle,Week,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Cycle,Week,Clear,Daylight,0,0,0,1,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Cycle,Week,Clear,Daylight,0,0,0,1,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Cycle,Week,Clear,Daylight,0,0,0,1,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Cycle,Week,Clear,Daylight,0,0,0,1,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Cycle,Weekend,Clear,Daylight,0,0,0,0,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Cycle,Weekend,Clear,Daylight,0,0,0,0,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Cycle,Weekend,Clear,Daylight,0,0,0,0,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Cycle,Weekend,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Cycle,Weekend,Clear,Daylight,0,0,0,1,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Cycle,Weekend,Clear,Daylight,0,0,0,1,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Cycle,Weekend,Clear,Daylight,0,0,0,1,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,No Traffic Controls,Acrot: 0,NV: n,Unspecified Action,Cycle,Weekend,Clear,Daylight,0,0,0,1,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Pedestrian,Week,Clear,Daylight,0,0,0,0,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Pedestrian,Week,Clear,Daylight,0,0,0,0,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Pedestrian,Week,Clear,Daylight,0,0,0,0,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Pedestrian,Week,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Pedestrian,Week,Clear,Daylight,0,0,0,1,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Pedestrian,Week,Clear,Daylight,0,0,0,1,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Pedestrian,Week,Clear,Daylight,0,0,0,1,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Pedestrian,Week,Clear,Daylight,0,0,0,1,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Cycle,Week,Clear,Daylight,0,0,0,0,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Cycle,Week,Clear,Daylight,0,0,0,0,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Cycle,Week,Clear,Daylight,0,0,0,0,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Cycle,Week,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Cycle,Week,Clear,Daylight,0,0,0,1,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Cycle,Week,Clear,Daylight,0,0,0,1,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Cycle,Week,Clear,Daylight,0,0,0,1,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Cycle,Week,Clear,Daylight,0,0,0,1,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Cycle,Weekend,Clear,Daylight,0,0,0,0,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Cycle,Weekend,Clear,Daylight,0,0,0,0,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Cycle,Weekend,Clear,Daylight,0,0,0,0,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Cycle,Weekend,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Cycle,Weekend,Clear,Daylight,0,0,0,1,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Cycle,Weekend,Clear,Daylight,0,0,0,1,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Cycle,Weekend,Clear,Daylight,0,0,0,1,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Braking,Cycle,Weekend,Clear,Daylight,0,0,0,1,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Pedestrian,Week,Clear,Daylight,0,0,0,0,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Pedestrian,Week,Clear,Daylight,0,0,0,0,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Pedestrian,Week,Clear,Daylight,0,0,0,0,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Pedestrian,Week,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Pedestrian,Week,Clear,Daylight,0,0,0,1,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Pedestrian,Week,Clear,Daylight,0,0,0,1,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Pedestrian,Week,Clear,Daylight,0,0,0,1,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Pedestrian,Week,Clear,Daylight,0,0,0,1,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Cycle,Week,Clear,Daylight,0,0,0,0,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Cycle,Week,Clear,Daylight,0,0,0,0,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Cycle,Week,Clear,Daylight,0,0,0,0,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Cycle,Week,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Cycle,Week,Clear,Daylight,0,0,0,1,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Cycle,Week,Clear,Daylight,0,0,0,1,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Cycle,Week,Clear,Daylight,0,0,0,1,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Cycle,Week,Clear,Daylight,0,0,0,1,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Cycle,Weekend,Clear,Daylight,0,0,0,0,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Cycle,Weekend,Clear,Daylight,0,0,0,0,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Cycle,Weekend,Clear,Daylight,0,0,0,0,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Cycle,Weekend,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Cycle,Weekend,Clear,Daylight,0,0,0,1,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Cycle,Weekend,Clear,Daylight,0,0,0,1,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Cycle,Weekend,Clear,Daylight,0,0,0,1,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Left,Cycle,Weekend,Clear,Daylight,0,0,0,1,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Right,Pedestrian,Week,Clear,Daylight,0,0,0,0,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Right,Pedestrian,Week,Clear,Daylight,0,0,0,0,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Right,Pedestrian,Week,Clear,Daylight,0,0,0,0,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Right,Pedestrian,Week,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Right,Pedestrian,Week,Clear,Daylight,0,0,0,1,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Right,Pedestrian,Week,Clear,Daylight,0,0,0,1,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Right,Pedestrian,Week,Clear,Daylight,0,0,0,1,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Right,Pedestrian,Week,Clear,Daylight,0,0,0,1,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Right,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,0,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Right,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,0,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Right,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,1,0,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Right,Pedestrian,Weekend,Clear,Daylight,0,0,0,0,0,1,1,0,0
Straight,Urban,Non-Junction,Dry,Stop/Yield Sign,Acrot: 0,NV: 0,Steering Right,Pedestrian,Weekend,Clear,Daylight,0,0,0,1,0,0,0,0,0
